t_d	Normalized Data	t_d	ΔT_ph	ΔT_e	ΔT_m
0	0	-1.45447723861931	0.00322986672583931	0.27097129667172	0.0138790355989937
0	0	-1.45272636318159	0.00350084231068851	0.282469712566246	0.015028838150667
0	0	-1.45097548774387	0.00378294212124702	0.294062049911582	0.0162240902673979
0	0	-1.44922461230615	0.00407623383657813	0.305725085497419	0.0174649531619719
0	0	-1.44747373686843	0.0043807396600495	0.317391033963399	0.0187513884792123
0	0	-1.44572286143072	0.00469642041972354	0.329004885470365	0.0200830895252661
0	0	-1.443971985993	0.00502320029561925	0.340548339956087	0.0214595904133718
0	0	-1.44222111055528	0.00536098822675847	0.352008806808169	0.0228803594749135
0	0	-1.44047023511756	0.00570968282351939	0.363377476683529	0.0243448203915409
0	0	-1.43871935967984	0.00606917565108253	0.374648335410223	0.0258523668458409
